PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI
22.78,Tertiary,2081,Asphalt,2019,77.22,20.63,0.92
48.17,Tertiary,4557,Asphalt,2020,85.14,18.77,1.01
5.85,Tertiary,1332,Asphalt,2016,75.89,19.67,0.75
64.99,Primary,13280,Concrete,2015,55.48,13.11,0.32
37.84,Tertiary,1988,Asphalt,2019,86.72,18.32,0.82
45.41,Secondary,6147,Asphalt,2020,97.45,19.3,0.54
85,Tertiary,1015,Concrete,2018,49.36,13.95,0.38
80.14,Secondary,8501,Concrete,2022,53.78,13.47,0.86
23.53,Tertiary,3054,Asphalt,2017,82.79,19.5,0.91
46.09,Secondary,12511,Asphalt,2019,95.77,19.49,0.9
80.28,Secondary,2441,Concrete,2020,63.24,14.73,0.76
96.06,Tertiary,3619,Concrete,2020,52.73,13.06,0.67
57.62,Secondary,2630,Concrete,2022,60.26,15.67,0.93
58.65,Secondary,5712,Asphalt,2021,73.6,18.59,0.9
79.62,Secondary,395,Concrete,2020,68.46,14.59,0.57
0,Tertiary,3315,Asphalt,2020,77.23,21.57,1.14
29.78,Tertiary,3475,Asphalt,2013,78.27,17.59,1.13
42.01,Tertiary,1242,Asphalt,2023,35.06,14.61,0.85
64.46,Tertiary,2180,Concrete,2019,64.12,15.81,0.33
97.09,Tertiary,1406,Concrete,2019,47.27,12.9,0.58
65.6,Primary,42343,Asphalt,2023,46.05,15.09,0.97
29.86,Tertiary,2076,Asphalt,2020,74.85,21.05,0.98
99.41,Tertiary,1192,Asphalt,2024,59.53,13.58,0.84
25.81,Primary,53207,Concrete,2008,88.62,20.92,0.76
59.24,Secondary,6686,Concrete,2021,55.21,16.74,0.89
76.88,Secondary,4126,Concrete,2020,47.29,13.63,0.83
43.22,Tertiary,806,Asphalt,2003,64.55,19.74,0.84
38.69,Tertiary,1503,Asphalt,2015,85.89,18.78,0.84
41.44,Tertiary,1706,Asphalt,2019,68.07,19.42,0.94
73.91,Tertiary,3039,Concrete,2018,40.69,16.49,0.58
24.9,Primary,63343,Asphalt,2013,80.5,18.96,0.89
83.53,Tertiary,1235,Asphalt,2024,61.11,12.82,0.71
48.92,Tertiary,2302,Asphalt,2020,87.16,17.88,1.02
14.55,Tertiary,2479,Asphalt,2019,68.17,17.71,0.98
35.21,Tertiary,5218,Concrete,2000,89.87,16.45,0.91
23.64,Tertiary,3717,Asphalt,2018,73.73,20.29,1.13
30.61,Secondary,4293,Concrete,2010,69.84,18.05,1.12
63.58,Tertiary,1645,Asphalt,2024,44.94,12.87,0.79
14.02,Tertiary,3894,Asphalt,2010,83.12,17.7,1.08
86.75,Tertiary,3077,Asphalt,2024,51.59,13.11,0.9
16.3,Tertiary,2838,Asphalt,2014,89.16,19.14,0.54
54.11,Tertiary,69,Concrete,2020,58,12.38,0.92
84.74,Secondary,4443,Concrete,2020,40.74,13.96,0.86
34.03,Tertiary,4411,Asphalt,2014,95.54,20.56,1.21
97.27,Primary,37539,Concrete,2022,56.98,13.49,0.48
68.66,Primary,45970,Concrete,2021,46.87,15.06,0.79
20.5,Secondary,17071,Asphalt,2010,74.36,19.05,1.1
16.72,Tertiary,3762,Asphalt,2020,82.21,17.95,0.87
96.27,Tertiary,2534,Concrete,2022,61.6,14.78,0.71
45.13,Secondary,8848,Asphalt,2019,81.96,18.6,0.97
7.27,Tertiary,6770,Asphalt,2019,71.9,20.08,0.64
49.4,Tertiary,7899,Asphalt,2020,84.66,20.41,0.93
65.6,Tertiary,3007,Asphalt,2019,86.12,18.16,0.94
0,Secondary,7089,Asphalt,2019,89.45,18.66,1.39
84.9,Secondary,8577,Concrete,2019,39.58,14.18,0.82
85.38,Secondary,10631,Asphalt,2023,40.93,14.15,0.99
29.26,Tertiary,6161,Asphalt,2019,83.37,18.15,1.15
2.17,Tertiary,3606,Asphalt,2019,72.65,20.1,1.06
31.07,Tertiary,1621,Concrete,2010,104.24,19.05,1.29
71.02,Tertiary,3232,Concrete,2019,57.88,13.31,0.81
13,Secondary,16738,Asphalt,2015,94.97,18.68,0.72
91.2,Secondary,8883,Concrete,2022,44.78,14.92,0.4
32.78,Tertiary,3776,Asphalt,2018,78.34,17.61,1.1
39.17,Secondary,8192,Asphalt,2012,81.98,18.61,1.24
78.92,Secondary,14838,Asphalt,2024,57.6,14.53,1.21
94.91,Secondary,14420,Concrete,2021,43.91,12.9,0.59
70.63,Primary,36112,Asphalt,2025,41.39,14.16,0.69
94.26,Primary,29936,Concrete,2018,56.67,14.32,0.5
43.06,Primary,17184,Concrete,2009,73.68,18.61,0.83
41.89,Tertiary,6208,Asphalt,2007,84.64,19.74,1.14
59.97,Tertiary,2173,Concrete,2022,61.6,14.52,0.62
100,Secondary,8129,Concrete,2016,63.73,13.16,0.67
55.96,Secondary,18061,Asphalt,2020,85.66,18.26,1.11
8.92,Primary,45862,Concrete,2008,88.31,19.57,0.77
76.79,Primary,17705,Asphalt,2025,45.48,15.38,0.59
57.76,Secondary,10266,Concrete,2021,49.81,13.78,0.94
76.34,Tertiary,557,Concrete,2019,42.34,13.71,0.65
93.16,Tertiary,1283,Concrete,2018,51.56,14.36,0.77
78.2,Tertiary,2456,Concrete,2021,44.45,14.13,0.33
61.3,Tertiary,2626,Concrete,2020,45.36,14.06,0.64
57.81,Tertiary,866,Concrete,2020,44.02,14.58,0.47
58.16,Secondary,5630,Concrete,2022,60.4,13.95,0.72
24.77,Primary,62562,Asphalt,2020,95.16,18.88,1
79.48,Tertiary,819,Concrete,2022,70.44,16.21,0.47
71.08,Secondary,6930,Asphalt,2024,64.07,16.54,0.83
46.59,Tertiary,1097,Asphalt,2019,82.05,20.14,1.03
29.82,Primary,46060,Asphalt,2016,71.93,21,0.93
83.72,Tertiary,1558,Asphalt,2024,39.23,13.15,0.43
77.5,Primary,34639,Concrete,2019,72.02,14.34,0.3
37.12,Secondary,4745,Asphalt,2019,95.22,19.46,0.68
81.7,Tertiary,-401,Concrete,2015,49.17,14.07,0.59
32.68,Secondary,14219,Asphalt,2016,92.82,20.55,1.29
82.25,Secondary,10401,Concrete,2020,64.27,15.09,0.62
37.43,Tertiary,1788,Asphalt,2006,82.85,19.88,0.71
76.94,Tertiary,2133,Concrete,2018,40.77,14.54,0.79
69.45,Secondary,5337,Asphalt,2023,45.66,13.43,0.46
45.57,Tertiary,3374,Asphalt,2019,92.47,17.66,1.04
4.32,Secondary,19664,Concrete,2009,94.77,20.04,0.75
84.6,Secondary,6774,Concrete,2018,54.83,13.41,1.15
83.61,Primary,30217,Concrete,2021,48.34,12.73,0.84
84.96,Tertiary,2381,Concrete,2018,41.13,13.61,0.72
83.41,Primary,42990,Concrete,2019,66.89,15.6,0.78
56.98,Secondary,13690,Concrete,1999,78.11,18.6,1.08
19.99,Tertiary,1571,Asphalt,2020,84.95,21.36,1.19
31.46,Tertiary,3246,Concrete,2008,74.26,18.67,1.12
98.28,Primary,28451,Concrete,2017,57.63,12.4,0.6
59.49,Secondary,18629,Asphalt,2019,85.54,19.46,0.79
28.62,Secondary,9501,Asphalt,2019,68.08,19.2,1.08
15.33,Tertiary,1406,Asphalt,2020,66.56,16.96,0.96
76.56,Tertiary,1213,Concrete,2020,60.75,14.62,0.41
76.53,Secondary,7426,Concrete,2016,56.27,11.9,0.58
23.13,Primary,64747,Asphalt,2017,75.62,21.17,1.31
22.27,Tertiary,1819,Asphalt,2019,83.54,17.48,0.9
29.17,Secondary,6133,Concrete,2022,36.22,14.98,0.87
73.55,Tertiary,1705,Concrete,2021,58.91,17.71,1.03
47.34,Secondary,14194,Asphalt,2020,88.09,20.11,0.85
32.26,Secondary,14129,Concrete,2008,85.18,18.97,0.95
83.18,Secondary,13802,Concrete,2021,32.97,14.03,0.77
82.92,Secondary,9410,Concrete,2018,34.19,15.42,0.56
84.11,Secondary,5374,Concrete,2022,42.46,14.25,1.03
35.84,Primary,63548,Asphalt,2018,89.32,19.03,1.11
92.55,Secondary,3111,Concrete,2019,52.77,11.17,0.6
53.98,Tertiary,2084,Asphalt,2018,100.43,19.07,0.88
44.27,Secondary,19674,Asphalt,2020,93.03,19.9,1.06
91.29,Tertiary,3876,Concrete,2019,52.67,12.84,0.67
16.51,Primary,17836,Asphalt,2018,84.43,20.69,1.1
88.29,Secondary,25254,Concrete,2020,63.07,15.97,0.63
57.77,Primary,29528,Concrete,2018,45.93,16.79,0.92
91.69,Secondary,5919,Concrete,2020,50.72,12.79,0.58
49.28,Tertiary,4748,Asphalt,2020,64.56,18.83,1.09
41.95,Secondary,18372,Asphalt,2018,90.19,19.98,0.95
57.67,Tertiary,700,Asphalt,2019,92.96,18.76,0.99
86.46,Secondary,11591,Concrete,2018,60.2,12.85,0.95
0,Tertiary,2314,Asphalt,2020,83.26,21.19,0.89
18.18,Tertiary,1730,Asphalt,2009,88.41,18.82,0.57
38.96,Secondary,3472,Concrete,2012,70.57,17.96,1.22
23.71,Secondary,14984,Asphalt,2020,72.5,18.87,1.08
82.18,Tertiary,1730,Concrete,2023,64.92,15.46,0.47
65.36,Tertiary,1108,Asphalt,2024,65.38,15.71,0.98
99.76,Primary,40386,Concrete,2019,47.24,14.21,0.45
27.59,Secondary,24906,Asphalt,2019,65.88,18.78,0.9
100,Primary,22138,Concrete,2022,24.31,12.71,0.85
91.31,Tertiary,4245,Concrete,2017,40.28,13.33,0.93
74.57,Tertiary,1781,Concrete,2021,66,13.78,0.8
39.42,Primary,31384,Concrete,2009,76.31,20.25,0.64
95.92,Primary,21476,Concrete,2020,57.19,12.56,1.09
47.63,Tertiary,2245,Asphalt,2018,94.38,20.63,0.69
52.28,Secondary,4226,Asphalt,2020,87.4,19.71,1.1
41.49,Tertiary,1124,Asphalt,2020,67.99,20.08,1.01
45.98,Tertiary,4298,Concrete,2020,38,10.25,0.54
8.94,Secondary,14414,Asphalt,2018,80.12,17.83,0.78
70.58,Primary,31125,Concrete,2019,45.09,17.08,0.78
45.27,Secondary,5591,Asphalt,2014,91.52,18.9,1.02
8.28,Primary,16437,Concrete,2005,59.83,19.39,1.29
12.85,Tertiary,2424,Asphalt,2020,72.51,20.29,0.76
37.71,Tertiary,3712,Asphalt,2020,89.83,16.53,0.89
26.01,Tertiary,2119,Asphalt,2019,64.63,19.1,0.98
62.68,Tertiary,2342,Concrete,2023,57.19,13.82,0.53
42.28,Tertiary,2272,Asphalt,2020,90.66,18.77,0.95
90.07,Secondary,6481,Concrete,2022,52.68,15.8,0.74
49.77,Secondary,11872,Concrete,2020,39.55,13.77,0.6
37.92,Secondary,22217,Asphalt,2019,84.45,18.85,0.95
57.43,Primary,18806,Concrete,2021,42.7,13.31,0.61
23.42,Tertiary,2291,Asphalt,2020,72.87,18.01,0.95
26.48,Tertiary,618,Concrete,2008,75.23,18.99,1
86.7,Secondary,8095,Concrete,2021,48.97,14.95,0.87
30.01,Tertiary,3225,Asphalt,2020,71.94,18.87,0.45
34.77,Tertiary,2530,Asphalt,2015,89.69,20.38,0.92
23.74,Secondary,9383,Asphalt,2020,70.32,19.35,1.04
25.73,Primary,76855,Asphalt,2019,86.13,19.93,0.9
79.82,Tertiary,1296,Concrete,2020,46.02,12.26,0.56
57.05,Tertiary,2350,Asphalt,2017,80.51,18.46,0.79
3.32,Primary,18520,Asphalt,2019,75.09,20.14,0.83
23.5,Secondary,21602,Asphalt,2020,83.32,18.67,1.03
18.49,Tertiary,3828,Asphalt,2019,93.75,17.54,0.76
77.52,Secondary,8213,Concrete,2025,40.97,12.75,0.91
100,Tertiary,847,Concrete,2019,36.67,14.02,0.96
46.8,Primary,33593,Asphalt,2015,73.15,19.51,0.81
85.76,Secondary,2812,Concrete,2021,52.64,13.08,0.83
30.14,Secondary,15518,Asphalt,2021,84.13,17.87,0.77
39.92,Primary,12804,Asphalt,2018,86,20.9,0.86
50.43,Secondary,24853,Concrete,2011,88.44,20.32,1.05
15.88,Tertiary,5323,Asphalt,2020,79,19.12,1.02
75.27,Secondary,1286,Concrete,2018,40.23,10.63,0.35
59.12,Primary,20390,Concrete,2019,51.76,15.2,0.52
18.49,Tertiary,3253,Concrete,2011,91.89,19.28,0.82
78.42,Secondary,8565,Asphalt,2024,49.02,13.46,0.6
50.61,Tertiary,2100,Concrete,2007,65.97,19.38,1.08
23.34,Tertiary,1664,Asphalt,2020,98.83,21.54,1.04
94.1,Secondary,6336,Asphalt,2025,43.93,12.93,0.71
21.27,Primary,30956,Asphalt,2019,67.54,17.68,1.07
82.93,Primary,23498,Concrete,2018,56.08,16.45,0.93
18.35,Tertiary,397,Concrete,2013,77.99,17.59,0.77
81.51,Primary,12293,Concrete,2018,40.41,12.95,0.75
47.8,Tertiary,3026,Asphalt,2018,90.49,19.77,1.01
36.42,Tertiary,1629,Concrete,1997,73.34,18.21,0.9
42.8,Tertiary,923,Asphalt,2007,76.87,17.25,0.78
95.24,Secondary,13253,Asphalt,2024,41.88,11.56,0.86
95.71,Primary,18248,Concrete,2022,51.28,15.59,0.74
20.48,Secondary,13682,Concrete,2009,86.9,18.74,1.19
48.6,Primary,28977,Concrete,2021,45.9,14.76,0.62
86.17,Tertiary,502,Asphalt,2024,42.75,16.69,1.07
67.46,Tertiary,3049,Asphalt,2019,94.52,19.9,0.96
61.75,Primary,34322,Concrete,2020,58.86,14.65,0.64
47.48,Tertiary,795,Asphalt,2018,79.68,17.28,0.86
74.03,Primary,35117,Asphalt,2024,54.56,17.29,0.49
93.05,Primary,28420,Concrete,2019,63.76,15.25,0.95
87.77,Primary,25960,Concrete,2020,50,15.58,1.2
31.47,Primary,35257,Asphalt,2016,73.88,21.22,0.79
29.55,Primary,58292,Asphalt,2019,83.99,18.33,0.94
37.42,Primary,42493,Asphalt,2019,79.08,19.27,0.97
64.01,Tertiary,6067,Concrete,2018,56.26,14.42,0.5
57.98,Tertiary,2962,Concrete,2019,39.38,14.2,0.84
76.43,Primary,10420,Asphalt,2025,45.65,13.58,0.55
11.2,Tertiary,2337,Asphalt,2018,84.17,21.09,0.96
32.05,Tertiary,2420,Concrete,2011,83.84,18.75,0.94
100,Tertiary,6488,Concrete,2021,50.17,13.06,0.86
35.2,Tertiary,2910,Asphalt,2018,68.29,18.58,1.03
82.09,Secondary,2190,Concrete,2018,36.75,13.13,0.79
62.24,Tertiary,-19,Concrete,2020,51.37,13.98,0.66
95.96,Tertiary,917,Concrete,2021,65.11,12.68,0.46
94.02,Primary,30561,Concrete,2016,54.37,15.03,0.96
85.09,Primary,26815,Asphalt,2024,71.06,15.37,0.57
78.67,Secondary,13822,Asphalt,2025,43.45,13.56,0.77
19.41,Secondary,11949,Asphalt,2018,98.17,20.56,0.93
100,Secondary,8747,Concrete,2019,42.19,15.15,0.48
64.26,Primary,20924,Asphalt,2025,39.1,13.81,0.59
3.18,Tertiary,2123,Asphalt,2016,72.93,19.01,1.1
53.99,Secondary,16407,Asphalt,2019,83.1,17.73,0.95
74,Secondary,16076,Concrete,2019,41.57,15.97,0.71
100,Tertiary,1573,Concrete,2019,44.62,12.35,0.49
59.3,Tertiary,1496,Asphalt,2019,60.85,19.42,0.74
30.23,Primary,16466,Asphalt,2019,80.11,19.73,1.22
99.07,Primary,27985,Concrete,2020,28.34,14.89,0.63
0,Tertiary,4236,Asphalt,2020,80.8,17.92,1.09
55.48,Secondary,-305,Concrete,2007,91.78,18.66,1.13
80.65,Primary,29382,Concrete,2022,62.79,14.82,1.09
83.22,Primary,32229,Concrete,2016,38.62,17.17,0.97
38.07,Tertiary,4366,Asphalt,2017,65.84,17.16,0.99
88.68,Secondary,8547,Concrete,2019,56.5,14.16,0.69
74.7,Primary,25027,Concrete,2022,51.77,16.68,1.02
80.04,Primary,6068,Concrete,2023,58.24,12.58,0.59
92.83,Tertiary,1455,Concrete,2020,54.55,14.17,0.67
30.65,Secondary,7331,Asphalt,2020,74.81,18.16,1.03
62.69,Tertiary,1741,Asphalt,2024,38.61,12.37,0.66
16.39,Tertiary,2735,Concrete,2009,83,19.48,0.91
50.96,Tertiary,2143,Asphalt,2002,85.26,21.05,1.24
82.07,Primary,68362,Concrete,2021,35.15,15.24,0.91
12.73,Secondary,21328,Asphalt,2020,75.81,18.66,0.98
71.73,Secondary,12146,Concrete,2022,55.8,13.83,0.78
58.13,Primary,26543,Asphalt,2024,34.93,15.71,0.65
38.5,Primary,81027,Concrete,2008,79.02,18.27,0.8
78.9,Tertiary,452,Concrete,2019,51.8,11.83,0.44
71.55,Primary,15709,Asphalt,2024,41.67,13.7,0.81
82.84,Primary,44248,Concrete,2020,52.05,17.51,0.94
70.41,Tertiary,2015,Asphalt,2022,37.38,13.29,0.68
98.06,Secondary,11178,Concrete,2020,55.21,13.8,0.85
86.22,Primary,19114,Concrete,2021,42.25,14.04,0.51
81.01,Secondary,9675,Concrete,2020,44.67,12.08,0.55
62.68,Primary,24983,Asphalt,2024,47.13,15.25,0.8
30.16,Tertiary,-601,Asphalt,2018,67.29,18.92,0.77
83.8,Tertiary,1177,Concrete,2019,45.81,13.22,0.77
22.83,Primary,28064,Concrete,1999,79.6,19.52,0.74
82.85,Secondary,10369,Concrete,2024,47.61,14.77,0.89
36.78,Secondary,15447,Asphalt,2018,75.75,18.24,1.13
90.36,Tertiary,323,Concrete,2021,47.45,13.86,0.56
38.32,Secondary,6759,Asphalt,2018,70.24,18.64,0.88
32.89,Tertiary,1984,Asphalt,2019,77.97,17.85,0.85
28.39,Tertiary,2030,Concrete,2008,73.94,17.82,0.89
90.91,Primary,37719,Concrete,2017,56.78,16.56,0.48
91.31,Tertiary,1956,Concrete,2023,43.27,14.32,0.69
70.62,Tertiary,1810,Asphalt,2025,47.14,12.82,1.48
41.45,Tertiary,3234,Asphalt,2014,77.02,20.79,1
32.89,Tertiary,2135,Asphalt,2019,80.83,18.76,0.94
9.45,Secondary,12317,Asphalt,2014,68.05,18.83,1.05
69.48,Secondary,13826,Asphalt,2024,61.42,13.46,0.69
71.19,Secondary,4127,Concrete,2022,42.92,12.66,0.86
63.39,Secondary,8765,Concrete,2006,87.16,20.45,0.98
62.68,Secondary,7684,Concrete,2021,46.01,15.92,0.42
36.34,Tertiary,866,Concrete,2007,83,20.06,0.99
35.76,Tertiary,2598,Concrete,2008,79.6,19.9,1.22
82.19,Secondary,13757,Concrete,2015,43.39,13.95,1.09
78.4,Tertiary,2321,Concrete,2024,48.87,12.39,0.78
21.44,Tertiary,685,Asphalt,2020,95.51,18.49,0.95
60.6,Tertiary,2469,Asphalt,2024,52.72,14.04,0.89
84.76,Primary,31485,Concrete,2021,60.07,12.7,0.81
49.78,Tertiary,2264,Concrete,2006,90.74,19.56,0.79
74.32,Primary,29685,Concrete,2021,58.07,13.44,0.85
61.37,Secondary,5206,Concrete,2023,58.14,13.65,1.02
67.29,Tertiary,2640,Asphalt,2020,59.24,17.5,1.05
100,Tertiary,437,Concrete,2019,55.53,15.81,0.3
60.34,Secondary,12888,Concrete,2010,86.87,20.19,1.11
18.29,Tertiary,1521,Asphalt,2019,78.17,19.76,0.91
73.27,Primary,38312,Concrete,2018,32.24,16.19,0.83
54.65,Primary,4400,Asphalt,2019,78.06,21.52,0.96
100,Tertiary,2249,Asphalt,2024,58.48,14.17,0.64
21.48,Secondary,14003,Asphalt,2019,96.96,19.19,0.85
46.56,Secondary,18278,Asphalt,2021,84.17,20.75,1.28
88.33,Tertiary,2536,Concrete,2021,36.31,13.92,0.62
62.1,Primary,7535,Concrete,2020,42.41,12.81,0.76
43.43,Secondary,11084,Asphalt,2019,74.7,20.3,1.12
58.88,Tertiary,1963,Concrete,2007,78.37,19.01,0.91
47.96,Secondary,4422,Asphalt,2015,83.89,17.78,1.26
79.48,Tertiary,1617,Asphalt,2024,53.54,14.26,0.75
100,Secondary,8615,Concrete,2020,48.47,11.7,0.78
42.51,Primary,21123,Asphalt,2018,77.45,18.98,0.88
42.37,Secondary,11792,Asphalt,2019,87.99,19.38,1.32
18.02,Secondary,14392,Asphalt,2018,65.68,19.37,1.13
100,Tertiary,1391,Asphalt,2024,56.08,13.39,0.57
14.57,Tertiary,3307,Asphalt,2018,80.57,20.6,0.7
42,Secondary,10913,Asphalt,2019,76.89,19.52,0.91
98.37,Tertiary,3929,Concrete,2017,51.23,14.96,0.68
4.93,Secondary,10133,Concrete,2005,68.49,18.13,0.92
77.3,Tertiary,3534,Concrete,2021,31.23,13,0.74
52.99,Tertiary,886,Asphalt,2019,95.4,18.76,0.78
75.82,Tertiary,1591,Concrete,2019,49.16,12.42,0.51
26.21,Tertiary,3013,Asphalt,2019,80.86,20.26,0.81
73.98,Tertiary,368,Concrete,2019,71.64,15.75,0.83
72.4,Secondary,15898,Asphalt,2024,49.6,13.52,0.48
18,Tertiary,1067,Asphalt,2010,64.2,19.99,1.18
85.95,Tertiary,3320,Concrete,2022,37.55,12.99,0.8
88.82,Secondary,8717,Concrete,2020,55.78,13.66,1.15
68.56,Secondary,11203,Asphalt,2023,46.13,13.68,0.46
30.88,Tertiary,1668,Concrete,2019,44.44,14.02,0.85
97.76,Secondary,4826,Concrete,2021,63.54,13.3,0.71
55.04,Primary,14018,Concrete,2022,55.03,15.03,0.49
79.61,Secondary,4078,Concrete,2022,39.02,11.78,0.88
1.82,Tertiary,3305,Asphalt,2020,74.93,18.52,1.27
24.85,Secondary,8773,Asphalt,2014,77.64,19.69,1.12
65.18,Secondary,6509,Concrete,2018,49.35,12.95,0.78
1.74,Tertiary,3521,Asphalt,2019,78.98,20.01,0.77
80.28,Tertiary,1852,Concrete,2020,67.57,16.34,0.45
69.57,Tertiary,511,Concrete,2020,51.53,13.99,0.64
40.23,Tertiary,2764,Asphalt,2018,83.86,20.78,0.76
43.25,Secondary,13219,Concrete,2010,86.46,18.47,0.75
56.2,Secondary,13354,Concrete,2017,43.19,13.95,0.78
49.55,Tertiary,2986,Asphalt,2017,86.78,20.29,1.11
66.96,Secondary,4140,Asphalt,2024,43.87,14,1.01
36.12,Tertiary,3121,Asphalt,2018,84.98,19.82,1.2
25.3,Secondary,14300,Asphalt,2020,64.31,18.08,1.18
58.19,Primary,40744,Asphalt,2019,84.3,20.73,1.01
34.6,Tertiary,1657,Asphalt,2016,91.95,17.99,1.26
66.04,Primary,23576,Concrete,2020,70.92,16.06,0.92
14.77,Tertiary,792,Asphalt,2019,76.91,21.05,1.07
14.52,Secondary,2188,Asphalt,2019,83.01,17.5,0.87
36.15,Tertiary,2016,Asphalt,2020,82.85,20.49,1.14
65.15,Tertiary,1176,Asphalt,2024,54.45,12.74,1.01
26.57,Secondary,6199,Concrete,2006,84.37,19.42,1.4
44.03,Tertiary,3489,Asphalt,2019,92.51,20.58,1.18
10.82,Secondary,15541,Asphalt,2015,68.93,20.64,0.73
100,Secondary,8648,Concrete,2024,52.49,15.49,1.05
70.7,Secondary,15793,Concrete,2022,55.78,14.99,0.82
82.47,Secondary,12458,Concrete,2018,46.27,15.76,0.95
19.66,Primary,38651,Asphalt,2018,66.02,18.57,0.65
38.21,Tertiary,2657,Asphalt,2019,58.1,17.65,0.8
38.99,Secondary,19378,Asphalt,2012,90.1,19.66,0.69
66.8,Tertiary,2076,Asphalt,2016,83.69,18.95,0.89
63.69,Secondary,8012,Concrete,2020,37.61,13.44,0.72
65.2,Tertiary,2070,Concrete,2021,52.64,15.37,0.57
91.05,Primary,43785,Concrete,2020,45.22,15.36,0.74
46.66,Primary,30111,Asphalt,2019,88.02,19.08,1.27
75.05,Tertiary,1644,Concrete,2018,56.79,14.54,0.43
95.83,Secondary,1846,Concrete,2020,46.29,12.61,0.69
24.09,Primary,19101,Asphalt,2019,84.63,18.57,1.29
62.79,Tertiary,2077,Concrete,2017,51.46,15.36,0.68
52.84,Tertiary,2534,Asphalt,2021,79.96,19.59,0.99
38.29,Primary,20394,Asphalt,2019,77.45,18.09,1.37
57.5,Secondary,9806,Asphalt,2019,62.28,18.45,0.66
41.92,Secondary,31867,Asphalt,2019,89.63,18.28,1.08
30.51,Tertiary,3101,Asphalt,2020,82.92,18.94,0.84
72.08,Primary,32130,Concrete,2020,50.94,15.78,0.74
93.74,Tertiary,1835,Concrete,2022,48.7,14.58,0.64
76.63,Primary,36913,Concrete,2022,24.33,15.32,0.99
100,Secondary,10165,Concrete,2023,50.14,14.39,0.62
68.47,Primary,13238,Concrete,2018,49.73,14.38,1.02
46.83,Secondary,15689,Asphalt,2020,93.41,19.82,1.07
53.23,Secondary,12559,Asphalt,2019,78.64,18.24,1.26
69.55,Tertiary,3102,Concrete,2020,53.12,13.91,0.69
79.75,Primary,-4579,Asphalt,2023,37.06,13.42,0.75
39.97,Tertiary,2966,Concrete,2003,86.16,20.22,0.99
18.04,Secondary,10612,Asphalt,2020,64.03,18.16,0.99
37.67,Tertiary,3299,Asphalt,2019,96.12,19.17,0.79
100,Secondary,-301,Concrete,2025,59.05,14.62,0.74
42.27,Tertiary,2316,Asphalt,2018,70.13,19.99,0.9
100,Primary,30147,Concrete,2021,52.79,15.24,0.32
26.92,Tertiary,1045,Asphalt,2017,61.2,20.09,0.91
29.06,Secondary,28367,Asphalt,2019,79.38,18.79,0.97
29.16,Secondary,9608,Asphalt,2014,76.42,17.69,0.99
51.82,Tertiary,2649,Concrete,2022,49.48,14.4,0.57
78.31,Secondary,7285,Asphalt,2025,50.45,14.31,0.82
91.91,Tertiary,120,Concrete,2022,43.26,13.93,0.73
95.78,Primary,26530,Concrete,2019,16.85,12.11,0.96
63.07,Secondary,8827,Concrete,2022,56.9,14.25,0.54
67.91,Primary,44299,Asphalt,2024,57.37,14.97,0.94
50.93,Primary,19828,Concrete,2019,49.35,15.35,0.68
66.22,Primary,17759,Asphalt,2024,60.47,13.45,0.42
12.15,Secondary,7889,Asphalt,2018,64.1,19.03,1.03
27.84,Tertiary,2263,Concrete,1999,89.85,18.3,1.02
18.47,Tertiary,2218,Asphalt,2019,61.48,20.65,0.9
36.28,Tertiary,1118,Asphalt,2003,82.5,19.94,0.93
78.55,Primary,40725,Concrete,2022,56.77,14.59,0.62
31,Secondary,6490,Asphalt,2021,80.17,20.52,0.54
78.49,Secondary,3758,Concrete,2016,47.34,13.14,0.79
43.77,Secondary,9964,Asphalt,2020,100.07,18.27,0.94
22.29,Tertiary,3400,Asphalt,2020,79.08,18.79,0.87
90.92,Secondary,8427,Asphalt,2024,48.73,15.86,0.69
16.45,Primary,7612,Asphalt,2016,76.07,17.52,0.81
5.47,Secondary,18335,Asphalt,2019,84.76,20.82,0.89
26.17,Secondary,3091,Asphalt,2015,71.32,20.87,0.71
18.06,Tertiary,2159,Concrete,2010,91.9,17.69,0.66
94.3,Tertiary,2719,Concrete,2020,61.81,15.66,1.08
70.7,Secondary,-153,Concrete,2021,58.83,12.38,0.55
64.92,Secondary,12893,Concrete,2017,67.24,14.82,0.65
32.91,Primary,32350,Concrete,2010,77.96,20.4,1.25
49.44,Primary,68788,Asphalt,2020,77.31,20.89,1.18
21.9,Primary,23429,Asphalt,2019,75.89,19.72,0.43
46.82,Tertiary,3470,Asphalt,2018,95.69,18.59,1.17
83.21,Secondary,8149,Concrete,2022,56.94,11.86,0.59
43.36,Tertiary,4533,Asphalt,2019,65.55,19.04,1.01
98.54,Secondary,12384,Concrete,2021,52.89,13.19,0.73
100,Secondary,9092,Concrete,2021,44.62,11.92,0.55
19.94,Tertiary,3158,Concrete,2006,87.65,19.66,1.19
22.33,Tertiary,6355,Asphalt,2019,73.15,19.53,1.09
100,Primary,41828,Concrete,2018,41.03,13.33,0.83
43.76,Tertiary,1162,Asphalt,2020,71.08,20.41,1.12
55.03,Primary,19784,Concrete,2018,57.28,12.06,0.92
56.41,Tertiary,2643,Concrete,2021,44.78,12.96,0.57
70.34,Primary,27353,Concrete,2022,47.72,12.54,0.83
90.38,Primary,18492,Concrete,2017,36.76,14.49,0.82
